# p=2, Sage (with eltseq_dual_python)
#	Comp			EmbedPre		Embed			ProjectPre		Project			M2D			Mulmod			Tmulmod			Iso			Bsgs
2	2.98023223877e-05	1.59740447998e-05	3.39698791504e-06	6.91413879395e-06	1.01432800293e-06	9.05990600586e-06	1.11999511719e-06	1.37138366699e-06	1.16928100586e-05	2.71263122559e-05
3	4.60147857666e-05	1.90734863281e-05	4.75845336914e-06	2.00271606445e-05	3.41606140137e-06	1.93119049072e-05	1.76963806152e-06	3.2413482666e-06	1.8888092041e-05	5.42621612549e-05
4	5.19752502441e-05	2.78949737549e-05	7.07206726074e-06	2.40802764893e-05	4.93927001953e-06	1.00135803223e-05	3.05442810059e-06	4.10537719727e-06	3.25504302979e-05	9.29313659668e-05
5	6.38961791992e-05	2.40802764893e-05	7.2193145752e-06	6.91413879395e-06	1.23825073242e-06	1.19209289551e-05	4.7248840332e-06	2.08778381348e-06	4.59503173828e-05	0.000152043533325
6	8.60691070557e-05	2.90870666504e-05	1.06285095215e-05	2.90870666504e-05	7.50389099121e-06	1.12056732178e-05	7.19833374023e-06	5.79833984375e-06	6.75888061523e-05	0.000184484481812
7	0.000103950500488	2.78949737549e-05	1.20239257813e-05	3.09944152832e-05	9.03663635254e-06	1.28746032715e-05	8.03833007813e-06	6.06231689453e-06	8.67504119873e-05	0.000268950271606
8	0.000141143798828	3.19480895996e-05	1.526222229e-05	3.60012054443e-05	1.10992431641e-05	1.69277191162e-05	1.33438110352e-05	8.01277160645e-06	0.000122577667236	0.000376079940796
9	0.000185966491699	3.79085540771e-05	1.85359954834e-05	4.60147857666e-05	1.37729644775e-05	1.8835067749e-05	1.8342590332e-05	9.32655334473e-06	0.000163502120972	0.000517603302002
10	0.000231027603149	4.00543212891e-05	2.14256286621e-05	5.91278076172e-05	1.65775299072e-05	2.19345092773e-05	2.55760192871e-05	1.11042022705e-05	0.000214766311646	0.000693259048462
11	0.000288963317871	4.79221343994e-05	2.9195022583e-05	7.5101852417e-05	2.02865600586e-05	2.8133392334e-05	3.56254577637e-05	1.39873504639e-05	0.000304572677612	0.000969027328491
